feature,slope,r_squared,p_value,pct_change,first_year_mean,last_year_mean,significant
road_OTLosses,-4.582387644847908e-05,0.004915072300505197,0.7336172404191751,207.5980392156863,0.00597609561752988,0.01838235294117647,False
punting_fairCatches,0.01204951125332433,0.4743640299786216,0.0001001172527953965,7.372727245092392,0.9621514081954956,1.033088207244873,True
scoring_fieldGoals,0.015898445851830468,0.839554811042088,5.0823849565354494e-11,26.96888226656302,1.3565737051792828,1.7224264705882353,True
punting_touchbacks,-0.007560452029236362,0.7691822501984837,4.155673299010228e-09,-37.39634454250336,0.45219123363494873,0.28308823704719543,True
punting_longPunt,0.38610931613420474,0.8949083041303115,3.078234489501747e-13,15.294242910111247,46.77290836653386,53.9264705882353,True
scoring_kickExtraPointsMade,0.01281440659618377,0.4465322964996042,0.00019084735336181963,19.13161844542377,1.8346613545816732,2.1856617647058822,True
returning_longKickReturn,-0.41237360509989324,0.687243332602404,1.674625104736892e-07,-15.952419534630243,28.382470119521912,23.854779411764707,True
passing_longPassing,0.20820155762146034,0.8188484427443716,2.205916446624752e-10,5.677069040195466,35.440239043824704,37.45220588235294,True
road_wins,0.0008445458622830909,0.20677055986845877,0.019601200608213187,16.03450786255097,0.20119521912350596,0.23345588235294118,True
home_OTLosses,-0.00019635213232709132,0.08769177696042528,0.14186549818816468,-30.790441176470583,0.01593625498007968,0.011029411764705883,False
returning_longPuntReturn,-0.12990408610789017,0.5654187054497147,9.460530529617087e-06,-16.05622470267282,13.143426294820717,11.033088235294118,True
passing_completions,0.23628994477100865,0.9004198803438785,1.608167850560289e-13,24.766570329666138,17.133466720581055,21.37683868408203,True
home_losses,0.0008445458622830909,0.20677055986845877,0.019601200608213187,16.03450786255097,0.20119521912350596,0.23345588235294118,True
road_losses,-0.0009216840586443975,0.24917126556520605,0.0094300346825439,-10.796568627450984,0.29880478087649404,0.2665441176470588,True
scoring_twoPointPassConvs,0.0018617100719839031,0.47265239140994636,0.0001042627114030789,100.84342560553632,0.03386454183266932,0.06801470588235294,True
kicking_fieldGoalAttempts50,0.0123219373152815,0.8609766746355223,8.999292736376019e-12,238.7625773993808,0.15139442231075698,0.5128676470588235,True
punting_puntYards,-0.06282260992588143,0.0027051628664983528,0.8007833386167607,-10.507825762033463,198.71315002441406,177.8327178955078,False
total_losses,-7.713819636130512e-05,0.19312472829273497,0.024685266109592072,0.0,0.5,0.5,True
returning_kickReturnTouchdowns,-0.0007914840652901902,0.36045205164768823,0.0011840799426737379,-56.936269998550415,0.029880478978157043,0.012867647223174572,True
defensive_safeties,7.876168681770307e-05,0.004811481807749282,0.7363403517027041,-37.08222210407257,0.043824702501297,0.02757352963089943,False
passing_twoPtPass,0.0018617100719839031,0.47265239140994636,0.0001042627114030789,100.84342560553632,0.03386454183266932,0.06801470588235294,True
passing_sacks,0.014660900433858235,0.34193262477505915,0.0017047715466546546,6.177889555692673,2.274900436401367,2.4154412746429443,True
scoring_receivingTouchdowns,0.01757493076161442,0.6998263014919498,1.0147912867853962e-07,26.747095584869385,1.1733068227767944,1.4871323108673096,True
scoring_passingTouchdowns,0.01757493076161442,0.6998263014919498,1.0147912867853962e-07,26.747095584869385,1.1733068227767944,1.4871323108673096,True
passing_passingTouchdowns,0.01757493076161442,0.6998263014919498,1.0147912867853962e-07,26.747095584869385,1.1733068227767944,1.4871323108673096,True
defensiveInterceptions_interceptionTouchdowns,-0.0012913672786573661,0.3312839034802509,0.0020941089297509922,-48.3235294117647,0.099601593625498,0.051470588235294115,True
total_wins,-7.713819636130512e-05,0.19312472829273497,0.024685266109592072,0.0,0.5,0.5,True
passing_interceptions,-0.009188541693565174,0.7878649972001289,1.492926837297538e-09,-26.969054341316223,0.974103569984436,0.7113970518112183,True
receiving_receivingTouchdowns,0.01757493076161442,0.6998263014919498,1.0147912867853962e-07,26.747095584869385,1.1733068227767944,1.4871323108673096,True
kicking_fieldGoalsMadeYards,0.8180761079706698,0.8671562083329676,5.197961495591663e-12,42.24538207054138,46.6494026184082,66.35662078857422,True
kicking_fieldGoalsMade30_39,0.00444799697393312,0.6251656162902993,1.5341039596376954e-06,21.30626898646781,0.4243027888446215,0.5147058823529411,True
home_wins,-0.0009216840586443975,0.24917126556520605,0.0094300346825439,-10.796568627450984,0.29880478087649404,0.2665441176470588,True
returning_kickReturnFairCatches,0.0009997089938300415,0.05619822837683069,0.24359537860585442,-7.720588892698288,0.005976095795631409,0.005514706019312143,False
scoring_rushingTouchdowns,0.008781977779844888,0.45275896449413294,0.00016563178559295878,44.204214215278625,0.6513944268226624,0.939338207244873,True
kicking_totalKickingPoints,0.060509744151675184,0.8945436175178351,3.209492619719651e-13,24.53361911566245,5.904382470119522,7.352941176470588,True
kicking_longFieldGoalAttempt,0.35599120468983464,0.8161021345994987,2.6464754810669313e-10,28.553019010625096,31.916334661354583,41.029411764705884,True
total_pointsFor,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
kicking_fieldGoalsMissedYards,-0.059317162342560605,0.08166733629526184,0.15700367236210241,-1.2717582285404205,15.934263229370117,15.73161792755127,False
total_pointDifferential,0.0,,,0.0,0.0,0.0,False
rushing_rushingTouchdowns,0.008781977779844888,0.45275896449413294,0.00016563178559295878,44.204214215278625,0.6513944268226624,0.939338207244873,True
rushing_totalPoints,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
total_differential,0.0,,,0.0,0.0,0.0,False
kicking_fieldGoalsMade50_59,0.009117179892107967,0.8273473542507463,1.2334538132957162e-10,340.6341911764706,0.0796812749003984,0.35110294117647056,True
kicking_fieldGoalsMade1_19,-0.0011323349873551194,0.5379900467759948,2.0153564015085353e-05,-91.21148459383754,0.04183266932270916,0.003676470588235294,True
kicking_fieldGoalAttempts1_19,-0.0011590717833226847,0.5612993790288845,1.0628650472936096e-05,-91.21148459383754,0.04183266932270916,0.003676470588235294,True
defensiveInterceptions_interceptions,-0.010137834487817226,0.8258923040515707,1.3652354847909468e-10,-29.142597317695618,1.0039840936660767,0.7113970518112183,True
kicking_extraPointAttempts,0.01812457008915772,0.6374468494906249,1.019731410561352e-06,22.874195278969964,1.8565737051792828,2.28125,True
kicking_fieldGoalsMade,0.015898445851830468,0.839554811042088,5.0823849565354494e-11,26.96888226656302,1.3565737051792828,1.7224264705882353,True
kicking_extraPointsMade,0.01281440659618377,0.4465322964996042,0.00019084735336181963,19.13161844542377,1.8346613545816732,2.1856617647058822,True
receiving_receptions,0.23628994477100865,0.9004198803438785,1.608167850560289e-13,24.766570329666138,17.133466720581055,21.37683868408203,True
receiving_totalPoints,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
kicking_fieldGoalAttempts20_29,-0.0019068981498099249,0.2059620282639026,0.01987202945787868,-8.109952841896254,0.4721115537848606,0.4338235294117647,True
kicking_fieldGoalAttempts30_39,0.0019274968696927762,0.2238991170563807,0.01462882425336647,3.8143382352941124,0.5258964143426295,0.5459558823529411,True
kicking_fieldGoalAttempts40_49,0.001697025833525279,0.08146362880643068,0.15754477212881252,2.494844801389203,0.5398406374501992,0.5533088235294118,False
kicking_fieldGoalAttempts50_59,0.011587825476565785,0.8615339784630202,8.573271443913842e-12,224.8235294117647,0.14940239043824702,0.4852941176470588,True
passing_totalPoints,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
kicking_fieldGoalsMade20_29,-0.0011105723276101022,0.0863072734040156,0.1452014716111348,-5.2377341070957515,0.4442231075697211,0.4209558823529412,False
kicking_extraPointsBlocked,0.00039744554939979173,0.1448374343287582,0.05511025677081428,176.83823529411765,0.00796812749003984,0.022058823529411766,False
defensive_sacks,0.015251167085435655,0.3902112697798596,0.0006465675037671478,7.3054395616054535,2.2509961128234863,2.4154412746429443,True
kicking_longFieldGoalMade,0.3927682563966438,0.9057838382085867,8.252444925069418e-14,31.43460472553617,27.187250996015937,35.73345588235294,True
kicking_fieldGoalsMade40_49,0.004269950133040206,0.5078534158766363,4.4115275543472384e-05,15.850783248081838,0.3665338645418327,0.42463235294117646,True
kicking_fieldGoalsMade60_99,0.0003062261677143917,0.596588581285835,3.7823780963997243e-06,0.0,0.0,0.007352941176470588,True
total_pointsAgainst,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
rushing_twoPtRush,0.0008032184630077142,0.28580293426182507,0.0048985636118856314,66.1029411764706,0.0199203187250996,0.03308823529411765,True
scoring_twoPointRushConvs,0.0008032184630077142,0.28580293426182507,0.0048985636118856314,66.1029411764706,0.0199203187250996,0.03308823529411765,True
kicking_fieldGoalAttemptYards,0.7587588722685464,0.7789738775238563,2.4561069585080857e-09,31.16559386253357,62.58366394042969,82.0882339477539,True
total_OTWins,-0.00024217600877557045,0.05498192969673261,0.24891420771985168,34.22459893048128,0.021912350597609563,0.029411764705882353,False
total_OTLosses,-0.00024217600877557045,0.05498192969673261,0.24891420771985168,34.22459893048128,0.021912350597609563,0.029411764705882353,False
punting_puntsBlocked,-0.00016171531130870185,0.021125466600934374,0.47866655449919504,10.735293477773666,0.019920319318771362,0.022058824077248573,False
passing_sackYardsLost,0.13614074935261,0.48230489701922163,8.280618385331763e-05,8.51968452334404,14.635457992553711,15.882352828979492,True
scoring_totalTwoPointConvs,0.002664928534991618,0.4531838894295517,0.00016402897800486902,87.97657952069717,0.053784860557768925,0.10110294117647059,True
returning_puntReturnFairCatches,0.013166631551889274,0.51278894184673,3.892545762423273e-05,12.010858207941055,0.9223107695579529,1.033088207244873,True
punting_puntsInside20,0.01094166930924114,0.4866956863569342,7.44681778080429e-05,17.044049501419067,1.3286852836608887,1.5551470518112183,True
kicking_fieldGoalsMade50,0.009423406059822358,0.8300674960723171,1.0179176034885325e-10,349.8621323529412,0.0796812749003984,0.3584558823529412,True
kicking_fieldGoalAttempts60_99,0.0007341118387157161,0.6703332009227984,3.185545812208504e-07,1284.1911764705883,0.00199203187250996,0.027573529411764705,True
road_winPercent,0.0844545862283091,0.2067705598684589,0.019601200608213153,16.034507862550942,20.1195219123506,23.345588235294116,True
home_winPercent,-0.09216840586443964,0.2491712655652056,0.00943003468254398,-10.79656862745097,29.8804780876494,26.654411764705884,True
total_winPercent,-0.007713819636130562,0.19312472829273505,0.024685266109592048,0.0,50.0,50.0,True
total_avgPointsFor,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
total_avgPointsAgainst,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
receiving_totalPointsPerGame,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
passing_totalPointsPerGame,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
rushing_totalPointsPerGame,0.10002113079615116,0.5187266297136842,3.3431241011658926e-05,10.18015022849832,20.794820717131476,22.91176470588235,True
kicking_extraPointPct,0.25831854746087674,0.5453449469501311,1.6524881668323723e-05,10.129193469383676,78.14741035856574,86.06311274509804,True
kicking_extraPointsBlockedPct,0.02006874279709624,0.16891186608149966,0.03700103791399593,213.94026682838083,0.32204515272244355,1.0110294117647058,True
receiving_receivingYardsPerGame,2.276553557188879,0.8366406022964243,6.317782303752533e-11,15.599309267184486,201.98605577689244,233.49448529411765,True
receiving_receivingYards,2.276553668160724,0.8366406061325903,6.317780510232121e-11,15.599313378334045,201.98605346679688,233.49449157714844,True
punting_puntReturnYards,-0.24356156471448068,0.6545482606722683,5.643539580916403e-07,-25.441288948059082,21.203187942504883,15.808823585510254,True
receiving_yardsPerReception,0.030229425502624637,0.6135216086015682,2.233097600413537e-06,2.4084475138256494,10.81744647595987,11.077978996669545,True
returning_puntReturnYards,-0.2519811493311173,0.6491337673867484,6.826694633489528e-07,-24.32507425546646,20.890438079833984,15.808823585510254,True
defensiveInterceptions_interceptionYards,-0.20863048895811426,0.7313657251904002,2.6256298380296008e-08,-42.92537569999695,13.978087425231934,7.977941036224365,True
defensive_avgInterceptionYards,-0.07979971734042778,0.4462562126018869,0.00019204376852548902,-29.551372218914885,7.590272244110525,5.34724264082444,True
punting_puntsBlockedPct,0.001026383011395576,0.0013350897859894413,0.859344855309605,64.371410018451,0.3848962016292693,0.6326593137254901,False
kicking_kickoffReturnYards,-2.28201911208976,0.8192548232877768,2.1467763578656632e-10,-41.5845662355423,79.74700927734375,46.58456039428711,True
returning_kickReturnYards,-2.28201911208976,0.8192548232877768,2.1467763578656632e-10,-41.5845662355423,79.74700927734375,46.58456039428711,True
rushing_rushingYards,0.6603770772819846,0.5617417966592477,1.0497101899250505e-05,26.61271095275879,95.30278778076172,120.66544342041016,True
rushing_rushingYardsPerGame,0.6603770939820929,0.5617418223558426,1.0497094302449584e-05,26.6127073922249,95.30278884462152,120.6654411764706,True
punting_touchbackPct,-0.10267408103382905,0.5103831604709982,4.138023296881871e-05,-16.45651184620703,8.797666476949345,7.349877450980392,True
receiving_receivingBigPlays,0.03295214574246837,0.7513907927667619,1.0237914181371414e-08,14.230069962257208,2.545816733067729,2.9080882352941178,True
passing_passingBigPlays,0.03295214574246837,0.7513907927667619,1.0237914181371414e-08,14.230069962257208,2.545816733067729,2.9080882352941178,True
rushing_rushingBigPlays,0.004086763746073606,0.3318822926523557,0.0020701920653242367,25.708934517203108,0.5278884462151394,0.6636029411764706,True
kicking_fieldGoalAttempts,0.012880490085366948,0.6965514128897862,1.1583520921352367e-07,18.40223718946728,1.7310756972111554,2.0496323529411766,True
punting_punts,-0.025192563158945563,0.5356298203464426,2.1465596232908252e-05,-21.10168137459747,4.766932270916334,3.761029411764706,True
passing_netPassingAttempts,0.24730177724463312,0.7953293251162997,9.67165270200343e-10,8.617731183767319,32.41434097290039,35.20772171020508,True
punting_puntsInside20Pct,0.5459751222166989,0.8918324798424477,4.35840857287225e-13,59.37453020195193,25.663802222567163,40.901564224174514,True
receiving_receivingFirstDowns,0.11141646197718433,0.7936627247241417,1.0670353855114062e-09,18.606413900852203,9.537848472595215,11.3125,True
passing_interceptionPct,-0.031469938476189556,0.757058586930697,7.73658660396925e-09,-26.301785947263777,2.662376199748768,1.962123710579951,True
miscellaneous_firstDownsPassing,0.11086536733513205,0.7903692185926232,1.2927848563354545e-09,18.691743910312653,9.54183292388916,11.32536792755127,True
passing_passingFirstDowns,0.11086536733513205,0.7903692185926232,1.2927848563354545e-09,18.691743910312653,9.54183292388916,11.32536792755127,True
kicking_fieldGoalPct,0.6606031171700691,0.912102804006873,3.5759706046130156e-14,21.50640390836469,61.27632327831531,74.4546568627451,True
receiving_receivingYardsAfterCatch,5.328357854582307,0.7387124682153448,1.8739764555801495e-08,3394.884490966797,3.243027925491333,113.34007263183594,True
passing_passingTouchdownPct,0.03986229214420389,0.6619815649754123,4.325125989277287e-07,28.618698937801508,3.449961152744008,4.437295148518922,True
miscellaneous_firstDownsPerGame,0.1727956456478194,0.8311189413070151,9.443134163717223e-11,20.525665722174846,16.211155378486055,19.53860294117647,True
miscellaneous_firstDowns,0.17279564947144596,0.831118942155539,9.443133589976174e-11,20.525668561458588,16.21115493774414,19.538602828979492,True
rushing_rushingFirstDowns,0.050860217330802204,0.5441395298590579,1.7074904914430253e-05,33.15556049346924,5.221115589141846,6.952205657958984,True
miscellaneous_firstDownsRushing,0.050860217330802204,0.5441395298590579,1.7074904914430253e-05,33.15556049346924,5.221115589141846,6.952205657958984,True
defensive_sackYards,0.13685519454825637,0.5356465506417974,2.1456024679371186e-05,11.214134842157364,14.280876159667969,15.882352828979492,True
receiving_receivingYardsAtCatch,-3.0518040818434495,0.4904132445735526,6.802344920904653e-05,-39.54282999038696,198.74302673339844,120.15441131591797,True
passing_twoPtPassAttempts,0.003903746726008154,0.4556240226053687,0.00015509975035953808,63.13681722689075,0.11155378486055777,0.18198529411764705,True
miscellaneous_firstDownsPenalty,0.023239875940412855,0.5302147621963137,2.4779479158867895e-05,22.560633164156744,1.408366533864542,1.7261029411764706,True
rushing_rushingAttempts,0.04807167248848157,0.1692609661300158,0.03678699361161067,9.775393456220627,23.97609519958496,26.319852828979492,True
passing_passingFumblesLost,-0.0015422974081120942,0.1922827938078661,0.025037387045014764,-21.325890719890594,0.31075698137283325,0.2444852888584137,True
scoring_kickExtraPoints,0.01812457008915772,0.6374468494906249,1.019731410561352e-06,22.874195278969964,1.8565737051792828,2.28125,True
receiving_netYardsPerGame,2.665633059436906,0.885107565242992,9.01917923130788e-13,20.24201843242681,268.2350597609562,322.53125,True
rushing_netYardsPerGame,2.665633059436906,0.885107565242992,9.01917923130788e-13,20.24201843242681,268.2350597609562,322.53125,True
passing_netYardsPerGame,2.665633059436906,0.885107565242992,9.01917923130788e-13,20.24201843242681,268.2350597609562,322.53125,True
receiving_netTotalYards,2.665633252787794,0.885107678609332,9.019071910833532e-13,20.242024958133698,268.23504638671875,322.53125,True
rushing_netTotalYards,2.665633252787794,0.885107678609332,9.019071910833532e-13,20.242024958133698,268.23504638671875,322.53125,True
passing_netTotalYards,2.665633252787794,0.885107678609332,9.019071910833532e-13,20.242024958133698,268.23504638671875,322.53125,True
punting_netAvgPuntYards,0.4099422597545305,0.9355943142277446,8.466727464477527e-16,23.883382398736327,33.818757653369204,41.89582086622528,True
rushing_twoPtRushAttempts,0.0013701026749572303,0.26331170382318425,0.007343854175021556,38.419117647058826,0.04780876494023904,0.0661764705882353,True
defensive_avgSackYards,0.04505599987271842,0.6492391928178597,6.801628146201389e-07,11.477539935074015,5.161322962240394,5.753715866409681,True
rushing_yardsPerRushAttempt,0.03471436560645996,0.8208665808197803,1.9262709321751294e-10,27.019560255409537,3.5489010373909635,4.507798491593669,True
defensive_passesDefended,-0.01963032981731738,0.5951625119954025,3.950161467075605e-06,-12.617209308227176,4.617529880478088,4.0349264705882355,True
miscellaneous_totalTakeaways,-0.01851447953561221,0.8963894113846014,2.594189657577965e-13,-29.787404092071608,1.649402390438247,1.1580882352941178,True
passing_passingYardsAfterCatch,5.328618437775181,0.7387324546301789,1.872234206732928e-08,3429.5726776123047,3.211155414581299,113.34007263183594,True
passing_netPassingYardsPerGame,2.0052559654548143,0.8028438461716231,6.147571918874628e-10,16.731138586153723,172.93227091633466,201.86580882352942,True
passing_netPassingYards,2.0052560763888887,0.8028439120003147,6.147547058614064e-10,16.73114448785782,172.93226623535156,201.86581420898438,True
returning_kickReturnFairCatchPct,0.01928455138604962,0.05208625523762569,0.2621324474932219,-42.95454545454545,0.18260292164674632,0.10416666666666666,False
passing_passingYardsAtCatch,5.929149722889958,0.6381290034388646,9.964699507598849e-07,0.0,0.0,119.8492660522461,True
receiving_receivingTargets,0.2374044399321463,0.8113112350646755,3.612953551295683e-10,9.379351740696281,29.282868525896415,32.029411764705884,True
miscellaneous_totalGiveaways,-0.018171736480843307,0.8764170274271856,2.1733680220142703e-12,-28.166377544403076,1.6812748908996582,1.2077206373214722,True
punting_grossAvgPuntYards,0.39430181814207815,0.9191031750332159,1.316280493898352e-14,21.696049993518095,37.761852086603085,45.95468239379085,True
miscellaneous_thirdDownConvPct,0.28838398080511707,0.7998397025782141,7.383358505646293e-10,23.098451001278562,31.70089483742028,39.02331049840865,True
miscellaneous_turnOverDifferential,-0.0003427426720116273,0.014038581812527531,0.5642916375034772,55.72150735294117,-0.03187250996015936,-0.04963235294117647,False
receiving_totalOffensivePlays,0.2953734783065363,0.7733374698236272,3.3335644330150637e-09,9.109940341121622,56.39043824701195,61.52757352941177,True
passing_totalOffensivePlays,0.2953734783065363,0.7733374698236272,3.3335644330150637e-09,9.109940341121622,56.39043824701195,61.52757352941177,True
rushing_totalOffensivePlays,0.2953734783065363,0.7733374698236272,3.3335644330150637e-09,9.109940341121622,56.39043824701195,61.52757352941177,True
passing_passingAttempts,0.24730177724463312,0.7953293251162997,9.67165270200343e-10,8.617731183767319,32.41434097290039,35.20772171020508,True
rushing_yardsFromScrimmagePerGame,2.665633059436906,0.885107565242992,9.01917923130788e-13,20.24201843242681,268.2350597609562,322.53125,True
receiving_yardsFromScrimmagePerGame,2.665633059436906,0.885107565242992,9.01917923130788e-13,20.24201843242681,268.2350597609562,322.53125,True
passing_yardsFromScrimmagePerGame,2.665633059436906,0.885107565242992,9.01917923130788e-13,20.24201843242681,268.2350597609562,322.53125,True
rushing_totalYardsFromScrimmage,2.665633252787794,0.885107678609332,9.019071910833532e-13,20.242024958133698,268.23504638671875,322.53125,True
receiving_totalYardsFromScrimmage,2.665633252787794,0.885107678609332,9.019071910833532e-13,20.242024958133698,268.23504638671875,322.53125,True
passing_totalYardsFromScrimmage,2.665633252787794,0.885107678609332,9.019071910833532e-13,20.242024958133698,268.23504638671875,322.53125,True
rushing_totalYards,2.665633252787794,0.885107678609332,9.019071910833532e-13,20.242024958133698,268.23504638671875,322.53125,True
passing_totalYards,2.665633252787794,0.885107678609332,9.019071910833532e-13,20.242024958133698,268.23504638671875,322.53125,True
receiving_totalYards,2.665633252787794,0.885107678609332,9.019071910833532e-13,20.242024958133698,268.23504638671875,322.53125,True
kicking_fieldGoalsBlocked,-0.000316047788750255,0.07335964758409698,0.18079149154025825,-20.90336134453781,0.04183266932270916,0.03308823529411765,False
passing_QBRating,0.8570599812174168,0.9234274282974066,6.7938213491539366e-15,32.55559204655912,63.26386424512472,83.8597898016565,True
passing_quarterbackRating,0.8570599812174168,0.9234274282974066,6.7938213491539366e-15,32.55559204655912,63.26386424512472,83.8597898016565,True
scoring_totalPointsPerGame,0.3105283143361307,0.7999761473383653,7.322620619593598e-10,25.08696467255457,25.314741035856574,31.665441176470587,True
scoring_totalPoints,0.3105283143361307,0.7999761473383653,7.322620619593598e-10,25.08696467255457,25.314741035856574,31.665441176470587,True
miscellaneous_fourthDownConvs,0.015814235465139406,0.6154563549526377,2.0996477052995167e-06,111.72518730163574,0.42629483342170715,0.9025735259056091,True
scoring_totalTouchdowns,0.04235601042070959,0.7367531993108432,2.0521880134482208e-08,28.830477595329285,3.0577688217163086,3.939338207244873,True
kicking_fieldGoalsBlockedPct,-0.024046270521167333,0.16632341686998783,0.038626423710855305,-25.677662957074727,1.842629482071713,1.369485294117647,True
passing_netYardsPerPassAttempt,0.03768677167086159,0.8202749583148975,2.0046729095756494e-10,21.011305906265434,4.246398651512317,5.1386224621811,True
returning_fumbleRecoveries,-0.008376645819360358,0.836285117625234,6.4860034601318e-11,-30.790441176470583,0.6454183266932271,0.44669117647058826,True
miscellaneous_thirdDownConvs,0.030044339171841614,0.7465358877866839,1.2950114509990582e-08,12.040180712938309,4.902390480041504,5.492647171020508,True
passing_avgGain,0.045177633595749625,0.9150154667316577,2.383073501388852e-14,18.856717625584228,5.309285280001591,6.3104422131882,True
returning_puntReturnTouchdowns,-0.0007843464679825002,0.4486893041299183,0.000181735098213719,-56.936269998550415,0.029880478978157043,0.012867647223174572,True
passing_completionPct,0.5150801224045684,0.8927380613175138,3.9383235541158494e-13,27.1093155103702,48.044792393526706,61.069406749790204,True
total_leagueWinPercent,-0.007713819636130562,0.19312472829273505,0.024685266109592048,0.0,50.0,50.0,True
miscellaneous_thirdDownAttempts,0.03281329003700171,0.38228355057934116,0.0007615219502243319,1.1916286653249364,13.798804780876495,13.963235294117647,True
returning_puntReturnFairCatchPct,0.5052926997977745,0.8639834269550767,6.911414405579891e-12,62.400495674845224,17.091403505746136,27.7565240111196,True
passing_yardsPerCompletion,0.02904654802634023,0.6687943168945775,3.372103346263108e-07,4.1119477226592425,9.123543210357308,9.498698537621427,True
general_defensiveFumblesTouchdowns,-0.00028319282792556955,0.03571744599456912,0.35515154982287267,-53.860294117647065,0.05976095617529881,0.027573529411764705,False
passing_passingYardsPerGame,2.0052559654548143,0.8028438461716231,6.147571918874628e-10,16.731138586153723,172.93227091633466,201.86580882352942,True
passing_passingYards,2.0052560763888887,0.8028439120003147,6.147547058614064e-10,16.73114448785782,172.93226623535156,201.86581420898438,True
defensive_longInterception,-0.14838591297929046,0.6707303103325704,3.138971568406624e-07,-35.489010901862095,11.081673306772908,7.148897058823529,True
passing_passingFumbles,-0.000794666302509797,0.021827701864438605,0.4713669928883999,-6.797792762517929,0.5976095795631409,0.5569853186607361,False
passing_yardsPerPassAttempt,0.042443764195213333,0.8876122593573371,6.914098754838667e-13,19.75674890516391,4.894267622930595,5.861215787939727,True
general_fumblesLost,-0.008983194848411105,0.8112198300253107,3.634198007451687e-10,-29.815658926963806,0.7071713209152222,0.49632352590560913,True
miscellaneous_fumblesLost,-0.008983194848411105,0.8112198300253107,3.634198007451687e-10,-29.815658926963806,0.7071713209152222,0.49632352590560913,True
rushing_longRushing,0.1154626606877833,0.63531173508391,1.0958102026585579e-06,16.67490484167903,19.794820717131476,23.095588235294116,True
defensive_totalTackles,0.1397206076597556,0.5207299863090015,3.17456271862273e-05,7.112529873847961,47.290836334228516,50.65441131591797,True
punting_avgPuntReturnYards,-0.015640441612452184,0.14697727453917572,0.05319858478037521,2.935945265626098,3.9430944332338758,4.058861527565572,False
defensive_defensiveTouchdowns,-0.0015745601065829356,0.2903822834705253,0.004505651465567301,-50.399816176470594,0.1593625498007968,0.07904411764705882,True
general_fumbles,-0.013074136758461977,0.7562336001614756,8.061777853031558e-09,-20.488011837005615,1.4541832208633423,1.15625,True
defensive_assistTackles,0.119812617179675,0.25798674980644065,0.008072094582343618,46.91135287284851,10.444223403930664,15.34375,True
defensive_stuffYards,0.16353006672655415,0.4902990220377152,6.821352377949991e-05,6.432849168777466,22.15736961364746,23.582719802856445,True
